"id","election_year","state","date","days_till_election","dem_plus_minus","running_average","weighted_running_average","hist_dem_prob","actual","actual_dem_margin","actual_binary_dem","prediction","mean","sd","nearest_neighbor_value","final_prediction_ind"
14174,"2012","CO",2012-06-25,134,4,3.875,3.84168336673347,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
14320,"2012","CO",2012-07-03,126,7,4.22222222222222,4.5335797905114,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
14355,"2012","CO",2012-07-13,116,1,3.9,3.66935020126509,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
14583,"2012","CO",2012-08-05,93,6,4.09090909090909,4.22598253275109,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
14579,"2012","CO",2012-08-06,92,-2,3.58333333333333,2.95582120582121,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
14784,"2012","CO",2012-08-09,89,-1,3.23076923076923,2.60407352210631,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
14665,"2012","CO",2012-08-14,84,3,3.21428571428571,2.84692417739628,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
14767,"2012","CO",2012-08-22,76,4,3.26666666666667,3.06350667280258,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
14870,"2012","CO",2012-09-02,65,3,3.25,3.06791778373548,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15011,"2012","CO",2012-09-11,56,5,3.35294117647059,3.28029642545772,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15010,"2012","CO",2012-09-12,55,2,3.27777777777778,2.9855257556407,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15151,"2012","CO",2012-09-14,53,5,3.36842105263158,3.30807660283097,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15104,"2012","CO",2012-09-17,50,-1,3.15,2.66272430668842,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15196,"2012","CO",2012-09-18,49,5,3.23809523809524,3.11915233906437,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15197,"2012","CO",2012-09-19,48,3,3.22727272727273,3.06512357787368,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15345,"2012","CO",2012-09-22,45,4,3.26086956521739,3.21703932151118,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15254,"2012","CO",2012-09-23,44,6,3.375,3.51819560272934,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15444,"2012","CO",2012-09-27,40,3,3.36,3.33831217326363,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15545,"2012","CO",2012-10-02,35,-4,3.07692307692308,2.43715444157759,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15569,"2012","CO",2012-10-04,33,-3,2.85185185185185,1.97560087399854,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15567,"2012","CO",2012-10-05,32,4,2.89285714285714,2.43880489560835,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15583,"2012","CO",2012-10-07,30,1,2.82758620689655,2.26388888888889,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15628,"2012","CO",2012-10-08,29,-4,2.6,1.61790623898484,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15680,"2012","CO",2012-10-09,28,-1,2.48387096774194,1.46038394415358,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15754,"2012","CO",2012-10-10,27,-1,2.375,1.24550484094053,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15777,"2012","CO",2012-10-11,26,3,2.39393939393939,1.54694996572995,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15821,"2012","CO",2012-10-15,22,-1,2.29411764705882,1.20102040816327,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15897,"2012","CO",2012-10-16,21,3,2.31428571428571,1.47619047619048,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
15931,"2012","CO",2012-10-18,19,3,2.33333333333333,1.62885906040268,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16022,"2012","CO",2012-10-21,16,-4,2.16216216216216,0.96328437917223,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16156,"2012","CO",2012-10-24,13,2,2.15789473684211,1.20870721169824,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16172,"2012","CO",2012-10-25,12,3,2.17948717948718,1.35518040383979,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16277,"2012","CO",2012-10-28,9,-1,2.1,1.0980198019802,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16374,"2012","CO",2012-10-29,8,0,2.04878048780488,1.05793285055958,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16392,"2012","CO",2012-10-30,7,3,2.07142857142857,1.30049261083744,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16434,"2012","CO",2012-10-31,6,2,2.06976744186047,1.31956735496559,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16462,"2012","CO",2012-11-01,5,4,2.11363636363636,1.60340314136126,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16481,"2012","CO",2012-11-02,4,0,2.06666666666667,1.33464052287582,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16585,"2012","CO",2012-11-03,3,1,2.04347826086957,1.33431276526281,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16626,"2012","CO",2012-11-04,2,4,2.08510638297872,1.64828711256117,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,0
16667,"2012","CO",2012-11-05,1,1,2.0625,1.48434442270059,0.3,"D",5.36,"1","prob_weighted_dem",NA,NA,NA,1
12566,"2012","SC",2011-10-13,390,-6,-6,-6,0.1,"R",-10.47,"0","prob_weighted_dem",NA,NA,NA,0
12565,"2012","SC",2011-12-06,336,3,-1.5,-1.16528925619835,0.1,"R",-10.47,"0","prob_weighted_dem",NA,NA,NA,0
12475,"2012","SC",2012-01-13,298,-6,-3,-3.046875,0.1,"R",-10.47,"0","prob_weighted_dem",NA,NA,NA,1
12612,"2012","AZ",2011-10-24,379,5,5,5,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
12521,"2012","AZ",2011-11-20,352,-7,-1,-1.22161422708618,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
12520,"2012","AZ",2012-01-09,302,-6,-2.66666666666667,-3.12487899322362,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
12966,"2012","AZ",2012-02-19,261,0,-2,-2.25734157650696,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
12990,"2012","AZ",2012-02-20,260,-5,-2.6,-2.72458172458172,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
13221,"2012","AZ",2012-03-13,238,-11,-4,-4.53404017857143,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
13613,"2012","AZ",2012-04-17,203,2,-3.14285714285714,-3.42606516290727,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
13605,"2012","AZ",2012-04-20,200,-2,-3,-2.9749430523918,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
13883,"2012","AZ",2012-05-20,170,-7,-3.44444444444444,-3.67526427061311,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
14127,"2012","AZ",2012-06-05,154,-3,-3.4,-3.7129813418023,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
14196,"2012","AZ",2012-06-26,133,-13,-4.27272727272727,-4.96417797888386,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
14523,"2012","AZ",2012-07-25,104,-11,-4.83333333333333,-5.83817126269956,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
14970,"2012","AZ",2012-09-09,58,-9,-5.15384615384615,-6.45628997867804,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
15230,"2012","AZ",2012-09-14,53,-10,-5.5,-6.81199860481339,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
15204,"2012","AZ",2012-09-19,48,-3,-5.33333333333333,-6.40102915951973,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
15328,"2012","AZ",2012-09-25,42,-10,-5.625,-6.97903280351708,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
15409,"2012","AZ",2012-09-26,41,-4,-5.52941176470588,-6.60173448965977,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
15503,"2012","AZ",2012-10-03,34,-9,-5.72222222222222,-6.96405013192612,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
15765,"2012","AZ",2012-10-10,27,2,-5.31578947368421,-5.97646289637136,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
15861,"2012","AZ",2012-10-11,26,-9,-5.5,-6.36077795786062,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
16184,"2012","AZ",2012-10-21,16,-8,-5.61904761904762,-6.63850370848114,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,0
16560,"2012","AZ",2012-11-03,3,-7,-5.68181818181818,-6.73936855670103,0.1,"R",-9.06,"0","prob_weighted_dem",NA,NA,NA,1
12535,"2012","MN",2011-10-26,377,6,6,6,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
12533,"2012","MN",2011-11-06,366,6,6,6,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
12641,"2012","MN",2012-01-22,289,10,7.33333333333333,7.46124031007752,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
13143,"2012","MN",2012-02-02,278,13,8.75,9.13206106870229,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
13783,"2012","MN",2012-05-10,180,14,9.8,10.5194630872483,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
14033,"2012","MN",2012-06-03,156,15,10.6666666666667,11.7448359659781,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
14418,"2012","MN",2012-07-19,110,6,10,10.7107061503417,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
14966,"2012","MN",2012-09-09,58,10,10,10.5297684674752,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
15015,"2012","MN",2012-09-11,56,7,9.66666666666667,9.91176470588235,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
15191,"2012","MN",2012-09-14,53,8,9.5,9.19604784191368,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
15262,"2012","MN",2012-09-19,48,8,9.36363636363636,8.94317605276509,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
15632,"2012","MN",2012-10-08,29,7,9.16666666666667,8.3715,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
15860,"2012","MN",2012-10-11,26,8,9.07692307692308,8.26604146100691,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
15919,"2012","MN",2012-10-14,23,10,9.14285714285714,8.64568081991215,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
16073,"2012","MN",2012-10-21,16,7,9,8.36271186440678,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
16231,"2012","MN",2012-10-25,12,3,8.625,7.38613384689456,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
16410,"2012","MN",2012-10-28,9,7,8.52941176470588,7.19558964525408,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
16534,"2012","MN",2012-10-31,6,-1,8,5.6802103250478,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
16470,"2012","MN",2012-11-01,5,9,8.05263157894737,5.97281831187411,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,0
16533,"2012","MN",2012-11-03,3,8,8.05,6.4747619047619,0.9091,"D",7.69,"1","prob_weighted_dem",NA,NA,NA,1
12561,"2012","ME",2011-10-23,380,1,1,1,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
12559,"2012","ME",2011-10-31,372,11,6,6.0531914893617,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
13447,"2012","ME",2012-03-04,247,23,11.6666666666667,13.0920920920921,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
13495,"2012","ME",2012-04-02,218,18,13.25,15.0624486442071,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
13781,"2012","ME",2012-05-07,183,8,12.2,12.8557142857143,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
14106,"2012","ME",2012-06-14,145,14,12.5,12.8893203883495,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
14297,"2012","ME",2012-06-25,134,14,12.7142857142857,13.3210244192972,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
15430,"2012","ME",2012-09-16,51,16,13.125,14.2450867052023,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
15133,"2012","ME",2012-09-17,50,17,13.5555555555556,14.9938202247191,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
15138,"2012","ME",2012-09-18,49,16,13.8,14.9338436303991,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
15376,"2012","ME",2012-09-25,42,12,13.6363636363636,14.169962586852,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
15659,"2012","ME",2012-09-28,39,14,13.6666666666667,14.2471204188482,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
15791,"2012","ME",2012-10-08,29,4,12.9230769230769,12.3295513151109,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
16531,"2012","ME",2012-10-31,6,7,12.5,11.0760925449871,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
16486,"2012","ME",2012-11-02,4,13,12.5333333333333,11.469984607491,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,0
16680,"2012","ME",2012-11-03,3,11,12.4375,11.2822745901639,0.6,"D",15.29,"1","prob_weighted_dem",NA,NA,NA,1
12568,"2012","WA",2011-10-30,373,9,9,9,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
12567,"2012","WA",2011-11-23,349,8,8.5,8.48337950138504,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
13154,"2012","WA",2012-01-16,295,11,9.33333333333333,9.39036381514258,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
13155,"2012","WA",2012-02-09,271,11,9.75,9.89208074534161,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
13459,"2012","WA",2012-02-15,265,11,10,10.1352221506761,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
13025,"2012","WA",2012-02-19,261,15,10.8333333333333,11.0964718853363,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
13766,"2012","WA",2012-05-09,181,14,11.2857142857143,11.68671679198,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
14123,"2012","WA",2012-06-16,143,8,10.875,11.1304957904584,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
14134,"2012","WA",2012-06-17,142,13,11.1111111111111,11.4188596491228,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
14404,"2012","WA",2012-07-18,111,9,10.9,11.1221246340443,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
14569,"2012","WA",2012-08-02,96,17,11.4545454545455,12.0579010856454,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15428,"2012","WA",2012-08-07,91,10,11.3333333333333,11.7428238944919,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
14955,"2012","WA",2012-09-09,58,16,11.6923076923077,12.2204097116844,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15051,"2012","WA",2012-09-12,55,17,12.0714285714286,13.0349312523226,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15212,"2012","WA",2012-09-14,53,14,12.2,13.1927842565598,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15356,"2012","WA",2012-09-22,45,17,12.5,13.752599498028,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15412,"2012","WA",2012-09-26,41,11,12.4117647058824,13.4222614840989,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15506,"2012","WA",2012-09-30,37,20,12.8333333333333,14.3031042901988,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15847,"2012","WA",2012-10-11,26,17,13.0526315789474,14.7704804701002,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15834,"2012","WA",2012-10-14,23,13,13.05,14.5192043895748,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
15913,"2012","WA",2012-10-16,21,7,12.7619047619048,13.5720122574055,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
16051,"2012","WA",2012-10-20,17,13,12.7727272727273,13.4915368991198,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
16415,"2012","WA",2012-10-31,6,17,12.9565217391304,14.0381756756757,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,0
16521,"2012","WA",2012-11-03,3,10,12.8333333333333,13.5285183935201,0.7,"D",14.87,"1","prob_weighted_dem",NA,NA,NA,1
12570,"2012","GA",2011-12-07,335,-7,-7,-7,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
12569,"2012","GA",2011-12-14,328,-17,-12,-12.052790346908,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
13073,"2012","GA",2012-02-02,278,-8,-10.6666666666667,-10.8416578108395,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
13060,"2012","GA",2012-02-26,254,-7,-9.75,-9.60083682008368,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
13782,"2012","GA",2012-05-10,180,-11,-10,-10.024,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
13912,"2012","GA",2012-05-22,168,-12,-10.3333333333333,-10.2670123136747,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
14730,"2012","GA",2012-08-18,80,-3,-9.28571428571429,-9.01601971657425,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
15224,"2012","GA",2012-09-14,53,-7,-9,-8.23031026252983,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
15184,"2012","GA",2012-09-18,49,-21,-10.3333333333333,-10.5814492753623,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
15770,"2012","GA",2012-10-11,26,-8,-10.1,-10.4414620217019,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
16316,"2012","GA",2012-10-28,9,-8,-9.90909090909091,-10.0136363636364,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
16444,"2012","GA",2012-10-31,6,-6,-9.58333333333333,-9.19875424688562,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,0
16589,"2012","GA",2012-11-03,3,-8,-9.46153846153846,-8.84793668739401,0.3,"R",-7.82,"0","prob_weighted_dem",NA,NA,NA,1
12571,"2012","KS",2011-11-10,362,-25,-25,-25,0.0909,"R",-21.72,"0","prob_weighted_dem",NA,NA,NA,1
12577,"2012","ND",2011-11-16,356,-14,-14,-14,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
13664,"2012","ND",2012-04-26,194,-19,-16.5,-17.2363636363636,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
14040,"2012","ND",2012-06-06,153,-13,-15.3333333333333,-14.873399715505,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
14336,"2012","ND",2012-07-11,118,-15,-15.25,-15.1291108404385,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
14480,"2012","ND",2012-07-26,103,-19,-16,-16.6093073593074,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
15399,"2012","ND",2012-09-27,40,-12,-15.3333333333333,-14.8381742738589,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
15618,"2012","ND",2012-10-05,32,-14,-15.1428571428571,-14.5943775100402,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
16064,"2012","ND",2012-10-15,22,-25,-16.375,-18.3447937131631,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
16060,"2012","ND",2012-10-18,19,-14,-16.1111111111111,-16.4406943105111,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
16246,"2012","ND",2012-10-21,16,-10,-15.5,-14.3399810066477,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,0
16325,"2012","ND",2012-10-28,9,-15,-15.4545454545455,-14.9802259887006,0.0909,"R",-19.63,"0","prob_weighted_dem",NA,NA,NA,1
12578,"2012","TN",2011-10-14,389,-15,-15,-15,0.3,"R",-20.4,"0","prob_weighted_dem",NA,NA,NA,0
13125,"2012","TN",2012-02-22,258,-3,-9,-7.78516228748068,0.3,"R",-20.4,"0","prob_weighted_dem",NA,NA,NA,0
13087,"2012","TN",2012-02-25,255,-6,-8,-7.68625277161862,0.3,"R",-20.4,"0","prob_weighted_dem",NA,NA,NA,0
13845,"2012","TN",2012-05-09,181,-7,-7.75,-7.15697137580794,0.3,"R",-20.4,"0","prob_weighted_dem",NA,NA,NA,0
15226,"2012","TN",2012-09-14,53,-8,-7.8,-6.85387323943662,0.3,"R",-20.4,"0","prob_weighted_dem",NA,NA,NA,0
15871,"2012","TN",2012-10-11,26,-9,-8,-7.73235800344234,0.3,"R",-20.4,"0","prob_weighted_dem",NA,NA,NA,0
16330,"2012","TN",2012-10-21,16,-25,-10.4285714285714,-13.5738539898132,0.3,"R",-20.4,"0","prob_weighted_dem",NA,NA,NA,0
16594,"2012","TN",2012-11-03,3,-11,-10.5,-12.7790008467401,0.3,"R",-20.4,"0","prob_weighted_dem",NA,NA,NA,1
12582,"2012","HI",2011-10-16,387,27,27,27,0.9,"D",42.71,"1","prob_weighted_dem",NA,NA,NA,0
15516,"2012","HI",2012-09-28,39,32,29.5,31.5422535211268,0.9,"D",42.71,"1","prob_weighted_dem",NA,NA,NA,0
16453,"2012","HI",2012-10-26,11,27,28.6666666666667,27.4462242562929,0.9,"D",42.71,"1","prob_weighted_dem",NA,NA,NA,1
12585,"2012","MS",2011-11-06,366,-18,-18,-18,0.1,"R",-11.5,"0","prob_weighted_dem",NA,NA,NA,1
12587,"2012","NE",2011-10-02,401,-13,-13,-13,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,0
13452,"2012","NE",2012-03-05,246,-17,-15,-15.4791344667697,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,0
13373,"2012","NE",2012-03-25,226,-12,-14,-13.6678121420389,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,0
13833,"2012","NE",2012-05-16,174,-14,-14,-14.0114613180516,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,0
15275,"2012","NE",2012-09-20,47,-14,-14,-14.0210237659963,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,0
16248,"2012","NE",2012-10-21,16,-10,-13.3333333333333,-12.3540540540541,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,0
16265,"2012","NE",2012-10-25,12,-14,-13.4285714285714,-13.0713012477718,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,0
16324,"2012","NE",2012-10-28,9,-19,-14.125,-14.9690539345712,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,0
16457,"2012","NE",2012-11-01,5,-13,-14,-14.1153169014085,0.0909,"R",-21.77,"0","prob_weighted_dem",NA,NA,NA,1
12646,"2012","OR",2011-11-21,351,8,8,8,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
12588,"2012","OR",2011-12-14,328,13,10.5,10.5846833578792,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
13294,"2012","OR",2012-03-19,232,11,10.6666666666667,10.9560922063666,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
13744,"2012","OR",2012-05-10,180,4,9,8.67827681026581,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
14185,"2012","OR",2012-06-24,135,8,8.8,8.23164763458401,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
15097,"2012","OR",2012-09-13,54,9,8.83333333333333,8.4984375,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
15941,"2012","OR",2012-10-18,19,7,8.57142857142857,7.94765204003079,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
16329,"2012","OR",2012-10-25,12,5,8.125,6.90770404271548,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
16315,"2012","OR",2012-10-28,9,6,7.88888888888889,6.60833333333333,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,0
16491,"2012","OR",2012-11-01,5,6,7.7,6.41962264150943,0.7,"D",12.09,"1","prob_weighted_dem",NA,NA,NA,1
15043,"2012","WV",2011-01-23,653,-13,-13,-13,0.5,"R",-26.76,"0","prob_weighted_dem",NA,NA,NA,0
15042,"2012","WV",2011-09-04,429,-12,-12.5,-12.3964879852126,0.5,"R",-26.76,"0","prob_weighted_dem",NA,NA,NA,0
12592,"2012","WV",2011-10-02,401,-21,-15.3333333333333,-16.2333108563722,0.5,"R",-26.76,"0","prob_weighted_dem",NA,NA,NA,1
12626,"2012","TX",2011-10-26,377,-2,-2,-2,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
12647,"2012","TX",2012-01-15,296,-7,-4.5,-4.80089153046062,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
13457,"2012","TX",2012-02-15,265,-13,-7.33333333333333,-7.99893390191898,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
13603,"2012","TX",2012-04-22,198,-7,-7.25,-7.6919014084507,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
13863,"2012","TX",2012-05-13,177,-20,-9.8,-11.2696115765423,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
14990,"2012","TX",2012-09-11,56,-15,-10.6666666666667,-12.6771365960555,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
15231,"2012","TX",2012-09-14,53,-12,-10.8571428571429,-12.9739803094233,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
15488,"2012","TX",2012-09-26,41,-19,-11.875,-14.4019138755981,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
15872,"2012","TX",2012-10-11,26,-14,-12.1111111111111,-14.783075889859,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
16331,"2012","TX",2012-10-21,16,-16,-12.5,-14.936877076412,0.1,"R",-15.79,"0","prob_weighted_dem",NA,NA,NA,0
